id,category,action,owner,ledger_status,project,file,claim,note,what_would_settle_it,how_long
CH109,NOT-A-CLOSURE,,,SUGGESTIVE,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,Thesis classification (dip call vs conviction call vs other) hits 10/10 on real export messages.,"SUGGESTIVE, n=10",,
CH110,NOT-A-CLOSURE,,,SETTLED,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,"Message #112 instructs members to screenshot losses and tell Polymarket support they couldn't cash out, to extract refunds.",content fact,,
CH111,NOT-A-CLOSURE,,,UNVERIFIED,Signal bot,kalshi-chat-audit/LEDGER_CHATS.md,The signal-bot thread has never been tested for edge — the user rates it their most promising thread and had built toward it without measuring the source.,never tested for edge at all -- the thread stopped without a verdict rather than with a wrong one,,
CH112,NOT-A-CLOSURE,,,SUGGESTIVE,Manual,kalshi-chat-audit/LEDGER_CHATS.md,Day session 2026-07-26: account went $96 → $115.,SUGGESTIVE,,
CH113,NOT-A-CLOSURE,,,UNVERIFIED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"Three ""reversal"" trades (Chavez ~30c, Shibahara 60c, the Argentinian ~60c) all won, average return on capital 138% — while the trade the user describes as their","UNVERIFIED, n=3",,
CH114,NOT-A-CLOSURE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"The three BTC 15-minute trades lost $32.74 of a $96 account — more than everything else made, combined.",trade fact,,
CH115,NOT-A-CLOSURE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"Hedging (buying the other side of a match already won) cost $2.90 across Mbithi, Lu and Malkin ≈ 8% of tennis profit. Buying both sides of 5 of ~17 matches is a",arithmetic,,
CH116,EVIDENCE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"Exit discipline is the whole trade: buy 75c → sell 90c holding to zero when wrong needs an 83% win rate; with a 60c exit it needs 50%. Same entry, same target.",exit arithmetic,,
CH117,NOT-A-CLOSURE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,The tail is untested. Across ~10 matches there was one loss and it was $1.36. There is no $50 loss anywhere in the data; two would erase the entire run.,the tail is untested,,
CH118,NOT-A-CLOSURE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"Kalshi's History tab shows payouts, not profit, so P&L cannot be reconstructed from it.",platform fact,,
CH119,NOT-A-CLOSURE,,,SUGGESTIVE,Manual / bot,kalshi-chat-audit/LEDGER_CHATS.md,"On ITF books a stop does not fill where you set it: a break of serve gaps the price (75c → 63c with nothing traded between), so a market-order stop sells the bo","SUGGESTIVE, n=3",,
CH120,NOT-A-CLOSURE,,,UNVERIFIED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"The pattern the user identified themselves — pre-match favourite (70–80%) loses set 1, price overshoots down, recovers in set 2, sell before the decider — produ","UNVERIFIED, self-reported one day",,
CH121,NOT-A-CLOSURE,,,UNVERIFIED,Manual / bot,kalshi-chat-audit/LEDGER_CHATS.md,The v3 spec buys the first-set winner at ≤70c; the FAV-DIP pattern buys the first-set loser. Both cannot be an edge.,two live patterns that cannot both be an edge; the test was never run,,
CH122,NOT-A-CLOSURE,,,UNVERIFIED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"A 10%-gain-and-sell strategy (""when the favourite hits 60c, how often does it reach 70c?"") was raised.",the question was asked and the answer is literally missing from the export. Never opened rather than wrongly closed.,,
CH123,NOT-A-CLOSURE,,,SETTLED,Manual,kalshi-chat-audit/LEDGER_CHATS.md,"Player-level tendency stats quoted in live reads (e.g. ""Mildren wins 67% of deciding sets"") are noise dressed as a stat — that figure is likely 6-of-9 matches.","caution, consistent with T004",,
CH124,NOT-A-CLOSURE,,,SETTLED,All,kalshi-chat-audit/LEDGER_CHATS.md,"Three analyses in the tennis project were wrong in a direction that flattered results — survivorship bias in P&L, selection bias in the set-2 rates, and the loo",process finding,,
CH125,NOT-A-CLOSURE,,,SETTLED,Process,kalshi-chat-audit/LEDGER_CHATS.md,Chat exports contain claude.ai conversations only — Claude Code sessions run locally and are not included.,process fact,,
CH126,NOT-A-CLOSURE,,,SETTLED,Process,kalshi-chat-audit/LEDGER_CHATS.md,"The trading work is spread across three separate desktop project folders — kalshi (main), kalshi markets, tennis copy trade — plus two machines and two Claude a",process fact,,
CH127,NOT-A-CLOSURE,,,SETTLED,All,kalshi-chat-audit/LEDGER_CHATS.md,"To distinguish a real 3% edge from zero needs ~1,000+ trades (and ~400 to separate 55% from 50%); the account cannot fund that sample at current sizing.",power arithmetic,,
CH128,NOT-A-CLOSURE,,,SETTLED,All,kalshi-chat-audit/LEDGER_CHATS.md,"Adaptive strategy rotation cannot work here: detection needs 400–2,500 trades per regime while regimes turn over in ~90 days at ~100 trades. Underpowered detect",power arithmetic,,
M002,NOT-A-CLOSURE,,,-,,market-selection/LEDGER_ADDITIONS.md,"*(this session, earlier)* ""Kalshi's MLB mid deviates from the free DraftKings line by a median 3.74¢, and 6 of 8 game sides exceed the cost bar.""",retraction,,
M003,NOT-A-CLOSURE,,,-,,market-selection/LEDGER_ADDITIONS.md,"*(the tasking's premise)* ""archive.pmxt.dev has rolling 30-day retention and deletes itself continuously.""",retraction,,
M004,NOT-A-CLOSURE,,,-,,market-selection/LEDGER_ADDITIONS.md,"*(a memory)* ""pmxt covers 2026-05-15 00:00 → 06-10 23:00, 648 files.""",retraction,,
M005r,NOT-A-CLOSURE,,,-,,market-selection/LEDGER_ADDITIONS.md,"*(this session, in a draft of SHORTLIST.md)* ""No free public reference price exists for MLB player props"" — offered as the whole mechanism for the top-ranked fa",retraction,,
M006r,NOT-A-CLOSURE,,,-,,market-selection/LEDGER_ADDITIONS.md,"*(this session)* ""Kalshi props deviate from DraftKings by a median 4.55¢ with 79% exceeding the cost bar.""",retraction,,
M005,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"Kalshi order-book depth is free, public, unauthenticated, 20 levels a side, via orderbook_fp.{yes,no}_dollars.",API fact -- depth is public,,
M006,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,Kalshi's legacy integer-cent price fields are null on every market.,API fact,,
M007,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,tick_size does not exist on the Kalshi market object. The tick is price_level_structure.,API fact,,
M008,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"Only 78 of 3,074 series charge a maker fee, and they carry 58% of 24 h volume.",fee fact,,
M009,BUG,RELABEL,devig,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"⚠ RETRACTED 2026-08-09 — see LEDGER BH009. A third bisection put the boundary at 2026-05-25 on both the listing and the tape, unmoved across three measurements ","still SETTLED in market-selection's own ledger. BH009 refuted it on 2026-08-06: the boundary is a fixed calendar date, not a 69-day rolling window. LEDGER.md carries the retraction; the sub-ledger does not.",BH009 refuted it. LEDGER.md carries the retraction; market-selection's own ledger still says SETTLED.,minutes
M010,BUG,RELABEL,devig,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"⚠ RETRACTED 2026-08-09 — its premise (M009) is false, so the deadline does not follow. THE 2026-08-19 DEADLINE DOES NOT EXIST and no work needs rushing to beat ",the arithmetic consequence of M009 -- the 2026-08-19 deadline that does not exist. Also still SETTLED in the sub-ledger.,Same as M009 -- and it removes a deadline that does not exist.,minutes
M012,EVIDENCE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,Kalshi's 3-way soccer ladders are internally consistent; no basket arbitrage.,93 fully-quoted three-way events,,
M013,EVIDENCE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"Cross-venue MLB arbitrage is structurally dead, not statistically absent.",structural: 1.00c median gap against a 6.75c two-venue fee,,
M014,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"On MLB moneyline Kalshi dominates Polymarket on cost: same 1.00¢ median spread, 2.86× lower fee.",cost comparison fact,,
M015,DATA,RELABEL,devig,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"Sackmann's ATP/WTA match archive is deleted, not moved. The account now has exactly one public repo.","'deleted, not moved' -- B020 found a live mirror five days later.",B020 found a live mirror.,minutes
M016,NOT-A-CLOSURE,,,UNVERIFIED,,market-selection/LEDGER_ADDITIONS.md,No surviving Sackmann mirror was found — but the search was not exhaustive.,correctly labelled not-found rather than absent; B020 answered it,,
M017,DATA,RELABEL,soccer,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"football-data.co.uk serves a wrong-country file, HTTP 200, for codes it does not carry.",football-data.co.uk serves Poland for the Colombian code. That kills that source for those leagues; it is quoted as though no closing line exists for them.,"WITHDRAWN. soccer/data-sources.md had already probed thirteen sources with content hashes, and the comeback table does not use that website at all -- Colombia is one of its best-covered competitions, 4,808 fixtures. My reopen was wrong twice over.",nothing
M018,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,Free Pinnacle closing lines genuinely exist for four leagues Kalshi trades.,coverage fact,,
M019,NOT-A-CLOSURE,,,SUGGESTIVE,,market-selection/LEDGER_ADDITIONS.md,MLB player props are tight but thin; MLB game-level markets are deep.,"SUGGESTIVE, 14 markets per family",,
M020,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,Kalshi's open-market count is 82.9% two exotic parlay series with zero volume and 0.1% two-sided quotes.,universe composition fact,,
M021,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,Polymarket's gamma API caps limit at 100 and 422s at offset 2100.,API fact,,
M022,NOT-A-CLOSURE,,,SUGGESTIVE,,market-selection/LEDGER_ADDITIONS.md,Polymarket books carry more price levels than Kalshi's server cap.,SUGGESTIVE,,
M023,NOT-A-CLOSURE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"ESPN's free feed publishes priced DraftKings player props, unkeyed.",data fact,,
M024,EVIDENCE,,,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"⚠ REFUTED 2026-08-09 — see bot-hunt/reports/pinnacle_props_census.json. Measured on ESPN's DraftKings object only. Pinnacle's free guest API carries 1,730 TWO-S",0 of all scanned prop entries carry both sides,,
M025,DATA,REOPEN,devig,CANCELLED,,market-selection/LEDGER_ADDITIONS.md,"⚠ REFUTED 2026-08-09. Answerable, on Pinnacle rather than DraftKings — 1,730 free two-sided props. But read the refinements before anyone builds on it: (1) limi",'unanswerable with free data' after probing one book's feed. CANCELLED on that basis.,"One book's free feed was one-sided, so props were CANCELLED as unanswerable. Check whether any other free feed publishes both sides.",a few hours
M026,NOT-A-CLOSURE,,,SUGGESTIVE,,market-selection/LEDGER_ADDITIONS.md,"KXMLBRFI (first-inning run) has no free reference in DraftKings' prop list, and the deepest book of any MLB family.",SUGGESTIVE,,
M027,DATA,REOPEN,devig,SETTLED,,market-selection/LEDGER_ADDITIONS.md,"⚠ SUPERSEDED 2026-08-09 by LEDGER B021 — the absence claim is FALSE. A free key returned 7,786 ITF tournaments on 2026-08-06. ⚠ But read the distinction before ","'No free data source covering ITF tennis was found', SETTLED, six sources probed. B021 returned 7,786 ITF tournaments on a free key on 2026-08-06. The sub-ledger still says SETTLED and SHORTLIST.md still gives it as the reason the exchange's highest-volume tennis family has no entry.","Strike the SETTLED absence claim and re-rank the tennis families. B021 already made the call that refutes it -- nothing needs running, but the shortlist decision does need remaking.",an afternoon
